Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength;Flag
89508;33109;8660;10677;5654;3117;2211;781;34;69;-1;1
22773;13950;6501;4135;7157;4905;3776;1744;78;66;-1;0
87880;39824;2150;3805;4718;4245;2569;1869;48;25;21;0
207216;60528;12435;11306;19320;11024;6268;3626;55;67;-1;0
25377;72828;5174;15483;10477;6962;2787;3214;72;50;14;1
40973;12156;4363;4396;2937;3095;1659;1137;66;66;-1;0
367571;50421;6738;6733;8298;4238;3865;1189;64;35;17;1
192331;52082;8962;8239;7157;7373;5939;3080;39;68;-1;0
173815;37034;10331;5238;6134;3700;6197;1679;29;68;-1;1
38734;18237;5480;10017;7335;4954;2399;1660;75;55;7;1
153018;28749;17348;6969;3605;5002;4018;1559;46;79;-1;0
332330;59837;9985;7033;7657;9661;11276;5072;49;38;9;0
1221773;126378;54147;16049;29098;12273;16431;8193;32;68;42;1
46610;36461;13079;7519;5988;10486;7416;3198;75;66;-1;0
824024;94687;17037;15147;6358;4860;2242;1700;2;36;7;1
250439;29762;4942;5499;8763;6634;6730;1938;72;39;-1;1
264290;39334;29839;20264;7173;10566;6499;3947;53;85;11;1
239803;12166;7993;5837;4919;3952;1364;1039;54;55;11;1
212915;56842;22405;14027;5376;6048;3702;3058;64;89;-1;1
47467;38734;15218;15602;8588;8518;8122;5330;57;77;-1;0
51674;34610;3099;5408;5126;4426;4362;1630;68;51;15;0
1475926;327379;125984;38921;44961;24440;10530;3536;35;60;41;1
281699;44607;12415;6235;3964;8758;11944;2774;49;34;19;0
117096;31195;4340;12648;5955;4094;4039;2319;57;39;28;0
914987;167711;46231;8274;12129;6302;4257;1865;37;51;-1;0
253350;20284;5183;6755;4381;6239;4267;1439;61;71;7;1
480427;70914;13024;16568;8240;5621;4572;1771;42;52;32;1
174832;58833;9179;4482;5772;4833;5204;1759;54;64;21;1
963119;135581;17499;29151;15532;19369;9379;4825;50;58;-1;1
152833;80036;15697;8509;11868;9581;8583;4680;48;43;-1;0
104745;27208;9168;10780;7701;8890;7302;2908;87;68;-1;0
175009;38034;21754;16633;7485;9862;5557;2411;54;86;-1;1
361352;57523;4998;6184;4892;5580;2750;1475;49;45;16;1
401163;58125;13625;18548;25536;15131;8779;3416;57;69;-1;1
8473;37992;4264;9440;10824;6514;2559;2547;69;32;-1;1
45431;30260;9113;4696;6126;7244;4199;2668;32;47;-1;0
1091085;91993;42584;35497;24093;7436;2957;1808;26;74;-1;1
58944;28211;5958;3018;3055;3747;1550;1263;52;26;-1;1
359953;66358;11628;11544;10628;14392;6824;4632;45;33;-1;1
406793;24384;10799;5930;3648;3619;4228;1692;49;74;26;0
202163;77369;6834;14416;9954;9553;4092;3392;46;53;6;1
361910;42470;4388;4476;3733;4831;2976;1741;48;57;-1;1
221470;50957;15971;10438;6754;7579;6472;3230;50;74;15;0
523849;29967;4897;4976;4243;4568;1647;1299;43;16;-1;0
865699;107235;38350;9960;12967;6604;6332;2733;23;80;28;1
127227;23750;3966;6580;10602;7672;4708;1446;82;36;-1;1
219554;106779;22703;51753;21774;11202;14555;3857;42;68;24;1
221805;106665;12869;21188;16485;6067;3523;1525;36;62;24;1
455897;131269;51275;15323;11765;7123;6368;8213;33;85;-1;1
334593;103553;21320;16651;17012;11768;6042;3332;46;58;5;1
49001;16399;9222;18542;11260;4931;2649;1591;65;63;11;1
155271;10429;2588;2584;3473;2269;1159;516;81;46;-1;0
369628;53939;20328;18399;12798;5742;3669;1866;58;58;50;0
106107;51968;25485;13659;8631;6798;4208;3420;43;65;51;1
121222;14992;10711;6377;9082;6791;4436;2104;73;63;-1;1
305394;133305;26716;31384;8752;20138;13723;6421;67;69;24;1
338810;50823;11841;8828;8746;8073;9760;3911;53;61;15;0
192320;26869;9989;11238;6791;4287;2599;1786;48;91;12;0
339324;51185;24901;13608;7283;9080;8997;3874;19;28;-1;0
126304;86909;13632;5830;4337;3964;3452;1409;50;31;12;1
65472;39503;14493;14400;5772;5519;2397;1226;52;56;12;1
27512;23804;10678;3758;7164;10162;4649;2796;93;96;-1;0
105638;14862;8697;3241;4037;3161;808;406;66;72;22;0
223986;17436;3984;3479;2702;2404;1937;613;36;60;11;1
1020866;82151;33919;24094;20777;10602;10131;2718;41;58;37;1
210743;35449;8113;16836;6676;6816;4407;2186;60;63;7;0
193711;37332;4472;3906;4779;3311;2864;1057;45;26;23;1
681626;98111;47810;7293;12215;8133;4163;2228;64;87;18;0
251904;80203;15181;13543;8836;6385;6967;5103;56;58;-1;0
686877;91371;16875;16357;8438;4939;2340;1370;12;52;-1;0
164238;54031;12783;6331;3139;4523;3761;1974;40;49;42;1
422331;81029;13764;19491;11007;11202;7361;4804;44;73;-1;1
216073;39432;13297;6720;9184;9671;6140;2902;84;63;14;0
697225;87375;17736;11522;9658;6678;7621;2558;64;31;18;0
241395;37502;6818;3377;4926;5935;6497;3423;69;47;13;0
957650;123071;55717;29856;53728;43164;4251;3131;58;40;66;1
120921;15759;11117;9534;10626;7406;6946;3419;70;68;-1;1
23197;38167;7273;6784;7390;6236;3610;2206;81;59;-1;0
176829;57797;5595;22814;8165;5998;8123;2348;36;44;8;0
323068;161826;45168;38496;26480;14015;6817;3921;38;50;33;1
44070;18737;5625;4502;7966;3202;2249;1886;69;71;8;0
38967;15583;14903;20139;5792;10115;3804;2003;80;94;-1;1
34437;11353;6400;8318;3001;1677;1152;576;43;77;7;0
62113;28966;10595;6891;6692;4498;3157;993;52;47;-1;0
487741;68418;11570;7190;5896;6516;4338;719;54;53;-1;0
121131;18486;5722;4095;5300;4772;2566;1392;54;68;-1;1
22849;13524;5904;9232;8201;8369;6109;3855;89;90;-1;0
610608;238902;31731;39097;21722;13300;10023;4851;41;74;7;1
23744;5762;3758;5224;3449;1970;1496;762;84;86;20;1
74370;23093;2406;4558;1946;2233;1856;712;77;57;25;1
946041;192370;36837;28118;11519;22368;15812;8695;62;55;-1;1
299404;95499;11721;13440;8542;5839;2157;1730;43;42;24;1
871623;236164;55319;57565;28393;32105;30655;10943;45;64;49;1
69241;35163;8889;2783;2693;2529;2420;875;46;56;16;1
112548;97207;19163;14185;13827;8785;5250;3235;37;62;-1;0
321926;116035;11625;17935;7590;6058;4307;1454;43;26;38;1
498526;65728;13694;9791;9622;6376;5729;2000;26;25;50;1
566548;83465;23069;9878;10827;9320;11256;5855;47;59;21;1
69282;29299;6368;4122;3995;6301;3628;2628;73;68;-1;1
162188;53546;7264;11455;6278;9590;2843;908;51;63;7;0
410606;68180;19501;27568;21605;15335;7150;4279;57;67;10;1
164667;29259;8792;8482;5583;3242;2413;1470;37;59;-1;0
541443;61984;22207;17081;14390;7618;6472;9732;45;64;37;1
528783;57941;23087;15949;16255;14999;5917;4588;44;69;10;1
145235;18982;4503;6842;7035;3843;2058;1216;71;54;9;1
67654;21624;8404;15067;6028;6198;5314;3512;60;76;-1;1
412884;18129;6272;6559;3291;4481;2085;2512;37;55;19;1
91145;35247;6122;2973;3471;2209;1566;528;29;32;31;1
893301;83644;14369;22521;18891;22573;6072;2324;47;50;31;1
75207;17631;5443;4835;3888;3102;2457;982;49;66;18;0
51334;19753;9230;3330;3559;5854;3672;1750;66;60;-1;1
138205;38124;4003;4933;8613;5895;5032;2358;56;41;24;0
27249;12884;5846;5146;4617;2739;1938;878;52;69;8;1
847010;274160;22932;37187;18952;14654;13092;5489;17;36;-1;1
142509;16786;4937;2561;3503;1671;1506;760;64;54;40;1
378211;119731;36942;18370;16785;12860;10931;5642;41;55;14;1
243617;36535;9954;12556;12884;5816;5498;2587;48;46;8;0
348071;65805;21224;10757;6783;4731;3893;1432;40;62;6;1
223101;43121;33079;18700;11244;10820;8099;3014;62;81;11;1
92284;22810;6837;5641;7229;4226;4173;2211;78;72;14;1
530254;53653;22601;23812;13502;7846;3870;2462;32;57;23;1
595836;145847;47877;88405;70183;42291;10575;4581;13;20;-1;1
178388;33871;8980;4988;4125;3824;7525;1907;50;22;-1;0
93974;32086;8035;8698;8773;8907;11665;3578;55;59;-1;0
232751;53852;10144;8008;4481;4427;1422;655;48;41;22;0
364395;58054;14612;7841;7011;11901;10786;5814;49;51;21;0
404508;107150;17027;9202;5488;6195;7572;3128;27;26;35;0
633531;39538;21437;22042;10424;10695;7430;2023;39;67;14;0
364490;49051;8152;12596;11454;9220;5189;3582;43;73;13;1
26274;23919;7111;5014;5082;5122;1788;1406;62;39;6;1
99693;36163;5820;10815;6861;5924;7476;4126;59;64;6;1
99956;13686;6720;5233;2858;10436;5221;3643;79;64;-1;0
63526;28149;4601;13547;5311;5150;4359;2229;64;70;-1;1
198383;100865;22286;6872;7999;3960;6743;2427;41;53;28;1
960869;80366;25862;17036;13145;8370;5007;2851;35;76;-1;1
210984;16668;6564;5767;6641;6775;8022;3150;74;54;-1;1
106046;17689;14675;5616;6856;5245;3562;1977;67;86;6;1
104551;20566;8147;6335;6829;4978;7753;2542;37;64;6;0
169514;26657;2070;5892;3388;2294;669;477;63;46;25;1
808855;190122;59138;21226;41723;17346;11257;14422;17;60;54;1
99579;23059;4175;5935;5089;4316;3868;1599;56;51;-1;1
333393;24555;9075;4916;2392;4165;1623;831;38;70;17;1
5557;9623;2616;3607;4532;4590;2115;1002;67;57;-1;1
152373;71520;10909;6913;4787;5343;2465;3352;34;19;-1;1
67055;44628;5803;9914;11784;5843;3875;2325;64;18;-1;0
470954;97135;26363;15780;8739;7157;5873;2039;31;76;15;1
140644;33859;13656;9129;11470;7225;7245;2243;74;71;-1;0
24702;26838;7535;3785;8119;5441;1680;1363;57;41;19;1
62681;26149;12844;6948;10053;4780;5075;3604;55;73;-1;0
412594;125254;37292;24314;16157;9852;5672;2617;33;77;-1;1
31163;32624;9567;10989;6487;8017;4117;2807;68;57;-1;1
631227;195117;29258;22975;23220;7800;8363;21238;20;56;32;1
911463;40843;14949;14047;16381;13036;8883;3024;61;70;5;1
50805;22479;6284;4991;4524;3907;2283;1690;66;69;19;1
186307;39059;6632;10996;2880;3761;3925;1563;31;71;9;1
280673;68186;17480;11291;12594;7232;6480;3608;37;69;27;1
188192;35366;8672;10426;9631;6814;6686;3076;75;68;15;1
436309;130949;22847;17873;8753;6237;5159;3587;16;48;10;0
1186353;202840;32086;46640;38503;36993;8866;4299;44;57;9;1
805276;244980;57169;36901;25713;17602;12010;5750;29;70;21;1
53088;19634;6371;5517;3936;5004;1798;1174;66;56;-1;1
174501;43821;21032;11895;8967;11896;10721;4681;56;68;-1;0
109728;28202;15692;7355;7256;12288;7453;2897;87;70;33;0
13479;8327;3150;3134;2438;2217;1540;901;62;48;-1;1
75426;23399;6020;5315;7949;6493;3197;1348;71;48;16;1
588311;90171;37249;14607;11891;14298;12380;6116;47;58;8;0
432591;99128;26963;10738;15719;13789;15801;4225;51;54;18;1
559100;71707;38634;22370;12443;11374;4704;2589;37;63;11;0
752142;118867;19929;33388;17255;15361;10570;6596;47;64;7;1
112556;34539;6424;18769;6012;8344;4860;2296;86;74;-1;0
518132;88415;18125;17379;10910;8676;6769;2257;75;81;22;0
518966;136389;30897;15674;18533;19072;19272;5686;35;33;-1;0
163395;40052;5509;14222;14144;6992;4473;1738;51;49;8;0
156979;34620;6881;13502;11172;4214;4319;2073;50;40;17;1
530390;112185;11722;10592;13602;10356;4643;3626;34;34;21;1
247569;50642;7289;8640;5320;3515;1910;1031;29;53;-1;0
413202;123051;12216;15541;13760;20093;10863;5894;87;35;-1;0
13097;12859;2005;5641;3432;1547;931;537;47;62;-1;0
201178;33574;8802;7303;5666;6694;5060;2582;62;62;6;1
458563;43871;8507;8583;4792;4080;2237;2749;47;52;19;1
864665;67438;24511;11226;9037;10656;7317;4008;63;57;18;1
34000;22773;6802;6481;5350;6435;6667;2109;84;59;-1;0
602871;149292;25764;30798;20127;9872;5450;4469;35;59;11;1
38194;47137;5712;10736;6060;7044;4869;4242;65;52;-1;0
132929;51515;11759;14375;18918;9937;3853;1691;68;47;-1;1
112173;27247;6333;20622;14817;6373;6423;1387;73;61;-1;0
105048;12137;4825;2748;3006;2762;1543;804;59;51;8;1
22999;14211;4730;6875;6503;4641;2286;1479;61;47;22;1
46370;29535;9257;8838;6470;4450;5089;2445;56;76;-1;1
492512;98914;21929;13438;19074;11266;3140;1309;21;46;16;1
47722;27242;7831;6577;6486;7250;8404;2839;44;36;6;0
21040;11909;4843;9802;3104;3752;1333;749;51;86;9;0
55273;11740;10862;7645;4886;4290;2480;1206;55;80;7;1
515133;89201;20686;12070;19953;16007;5981;6656;42;47;14;1
715109;237809;27695;18164;24866;15747;20788;6215;39;65;64;1
165075;49686;11678;14138;9197;5721;2093;966;36;51;-1;0
45522;36748;14250;7978;6687;13674;10723;3869;86;71;-1;0
17910;9806;4398;3710;6248;4926;3257;3362;94;64;-1;0
58497;14198;4997;6592;3641;4249;2815;1813;67;69;-1;1
31769;19003;5248;3662;3414;6150;2084;1507;86;72;-1;0
121450;26152;4901;7543;5618;4192;2145;1810;58;56;7;0
483663;58855;23214;12381;9947;13519;8350;2549;59;75;-1;1
20819;17664;5533;11374;4218;2952;2536;886;55;78;-1;0
526454;74153;42418;18968;10383;6852;6345;2606;29;58;-1;0
1011125;210234;56808;26055;46760;25793;18820;16960;22;56;54;1
281860;42862;11326;6090;8987;8109;7863;4836;62;61;-1;0
396523;53921;10258;9113;13166;8334;5947;2177;74;57;-1;0
99645;32299;6172;5387;6881;6258;4902;1938;51;36;23;0
508543;93592;24266;29878;18233;11460;7833;8080;21;25;-1;1
1322338;98869;28218;20013;12474;13403;7672;2128;54;65;72;1
186189;41612;3040;6025;4435;6367;5904;1101;44;37;31;0
303419;45625;8652;4235;3891;8788;4694;3588;66;49;13;0
70525;21784;5817;6169;6413;6881;7239;3318;78;61;15;0
692554;82871;32147;20999;10935;6357;4548;2187;38;57;26;1
308993;127060;26597;13948;10365;16950;20167;7359;45;60;10;0
266285;101353;19962;17833;16275;11792;6447;3641;52;60;5;1
678748;53694;14917;16477;8014;4579;3628;1991;51;44;29;0
149881;56568;19706;6402;7178;4865;2395;826;28;55;31;0
531383;242985;17998;44014;37796;19409;24184;14183;23;49;21;1
816743;179968;40869;26297;14870;11734;14055;2677;26;59;17;1
595403;113502;11532;18191;18494;9932;6260;3591;39;77;11;1
99738;35915;8946;5691;6002;8020;8745;3439;42;46;10;0
65088;23081;17532;6777;11638;8774;8081;4224;65;75;-1;0
134436;14727;1473;5043;4181;2194;810;588;64;47;18;1
444207;40433;31856;22797;11404;13998;13766;4947;82;60;-1;0
118214;38375;6844;6068;11280;10147;9675;5083;74;65;-1;0
369082;45906;28649;8287;6850;6937;6772;2453;41;73;12;0
213682;29521;8873;12191;5903;5935;3247;830;40;56;-1;0
359100;34568;6002;5472;3108;2957;2392;794;46;54;-1;1
28191;20616;7048;6778;5753;4764;1638;1097;58;59;10;0
1068479;61072;38445;11977;17479;8058;3472;1944;37;68;-1;1
87140;20303;5568;5672;3697;2581;2429;1419;52;67;10;0
346960;80508;13935;14127;12510;5489;4387;1987;38;55;26;1
59014;34238;10755;7443;11168;6247;8326;4335;64;50;35;0
246599;93257;17895;22340;14776;11448;13154;9206;57;48;18;0
267849;74458;7702;6486;10851;4675;3240;1008;52;44;14;1
507790;38240;6819;9925;4725;4109;2252;1256;35;36;9;1
37726;29311;9587;6340;6614;3688;1891;1076;52;42;7;1
1137606;293553;23997;27503;18447;16712;15382;11685;39;62;26;1
17785;13412;3865;6661;2732;1858;1399;329;42;67;-1;0
18634;44069;12395;6772;7136;6544;2766;1762;79;74;-1;0
466905;72793;35944;16684;16873;13094;12190;6214;45;51;-1;1
271998;24761;9876;14011;10936;8520;6984;3252;60;69;-1;0
774552;110280;37603;33587;21037;20105;15145;3880;57;54;21;1
42289;10395;4974;2898;9781;5500;2550;1522;64;54;6;1
125078;69258;7255;9513;6642;6998;1249;546;49;34;-1;1
711655;334858;70944;55485;17095;34212;16618;8890;30;53;28;1
13126;13548;3643;3394;4505;4871;1243;2020;73;37;11;1
22628;19066;12095;5230;7650;6216;2386;1467;69;50;10;1
40876;27573;9360;8633;4615;14067;9314;3736;89;71;-1;0
34107;19989;9869;4203;3955;2570;1939;716;37;62;-1;0
84050;28516;10647;7718;6615;7453;5918;5782;55;60;-1;0
554593;280114;28945;20695;17755;15910;10549;3804;48;51;29;1
497088;37094;14781;5262;3422;2608;2558;1703;45;53;12;0
37978;17463;7407;5694;6518;3390;1253;958;65;50;11;1
520841;96448;31815;53550;18357;12300;7474;2336;39;56;15;1
697299;71581;8831;10628;7437;8397;5302;2988;48;54;33;1
1095038;86954;24811;28765;32840;8593;2004;2622;35;70;-1;0
119723;62634;6174;4418;4990;7296;3663;1224;34;48;9;1
49694;22445;9629;7249;4717;3368;4592;1660;44;73;-1;1
190414;33039;14792;9971;5833;6621;5806;2011;56;70;13;1
615899;68658;18022;12610;14046;8047;2862;2106;32;66;9;1
152601;38469;8524;7005;7271;3471;3134;1079;42;70;-1;0
156070;52873;13801;8568;8572;3912;2619;1403;30;80;31;0
719625;72906;28853;23817;15275;9240;6116;2969;22;61;-1;1
69616;17621;3581;3969;2100;2348;1218;812;53;66;-1;1
73939;47504;10007;10791;3929;5090;1962;1192;59;47;28;1
923555;113022;78068;30892;25227;33303;21256;6436;42;51;25;1
602815;108569;7999;14223;14884;9952;8987;2843;36;45;8;1
1058166;189401;116824;105403;66799;27529;34748;9743;55;80;33;1
50786;39889;19721;6025;5828;7311;4024;2084;66;68;-1;1
55144;32923;19758;7633;6918;7975;4782;2066;69;72;-1;0
691621;159547;27193;25583;20926;17104;7519;3810;31;43;41;1
266878;36920;8865;7825;4616;4419;4248;2071;18;52;10;1
23891;30711;8578;9235;6145;6880;3552;1822;67;55;-1;1
32357;11392;5989;2941;3182;2651;3157;1593;59;69;-1;0
1058238;195001;43924;21761;14367;20544;12559;7997;32;55;7;1
67855;44002;12467;7530;9886;6998;4854;3161;49;55;-1;1
322250;68940;17364;10889;16631;15253;5240;1926;47;58;33;1
611997;46468;8473;7421;7944;7298;4977;2332;54;47;32;1
606218;89239;38400;19951;17846;12989;7516;2225;42;76;-1;0
195422;66092;13026;7423;7723;3866;2856;1283;57;64;34;1
971081;117589;45923;23377;44997;34136;4003;2621;34;60;-1;1
133616;23512;5982;11033;8147;5476;2611;1426;46;62;6;1
971630;66664;15310;17883;11011;12867;13099;2986;59;54;42;1
868528;245986;20129;22930;29287;26631;14355;7228;58;50;52;1
290101;41751;11522;13662;8604;8241;6412;4878;49;74;10;1
16367;18132;9943;8542;11686;7358;3570;3056;84;51;8;1
1195471;76537;39726;19495;11695;8092;7561;3162;34;75;-1;1
55231;26276;8410;2994;3826;3911;4671;1451;39;58;-1;1
62989;43774;7144;4434;5670;5821;12825;2968;51;69;-1;0
170253;28006;25523;10183;6523;8082;6870;5530;61;42;7;0
104256;43852;6746;7798;4890;15866;7213;5534;93;39;-1;0
84493;30382;8182;4708;10846;6611;3708;1800;66;57;-1;0
663393;130900;19708;15822;18254;6933;4546;1923;7;49;13;1
282141;99473;16935;13191;17265;30783;15300;8707;33;18;-1;0
10109;7193;3891;6125;1609;1181;911;400;32;72;-1;0
623907;88817;26378;60504;12682;9571;4016;1898;41;51;35;1
762886;179104;36364;19174;16959;30575;17947;10648;58;47;-1;1
929381;171777;80024;45559;22381;11552;7672;4573;24;57;-1;1
44329;25429;12163;15647;13618;13333;4254;2643;69;68;-1;1
338774;91579;11838;19412;23379;6405;7626;2054;57;23;6;0
591243;127633;22600;23639;12920;17320;11263;3518;30;31;9;1
14336;12385;3987;7960;2404;1727;872;434;32;53;-1;0
254886;27931;4492;5376;3056;3140;992;830;58;57;14;1
31654;19303;15294;5463;6493;8456;11475;4618;85;82;-1;0
809279;71029;32475;13977;24468;19265;10463;5597;30;49;37;1
298328;124684;13681;12319;14865;13047;3232;1008;37;47;-1;0
1352973;99709;21663;27252;13110;8565;5088;3042;31;45;17;1
19510;19464;3014;4582;3877;3781;1478;1167;53;52;-1;1
553258;92777;6664;8290;16437;9145;5061;1440;46;29;42;1
135462;35285;5462;6415;7363;6548;3600;2366;73;54;-1;0
115498;18153;3333;6251;5243;3115;2318;560;52;52;6;0
134840;31128;6109;5430;6437;6267;6436;1935;61;35;16;0
21614;15898;9905;4175;7592;6007;2810;2074;68;58;-1;1
587905;104814;23657;12694;6540;5521;5026;1724;10;42;6;0
521399;128386;116533;41513;60746;64986;20821;14469;37;77;77;1
666197;98398;15857;20525;14602;9670;3856;1481;38;51;15;0
665645;149162;114646;40142;59802;69758;21908;14882;40;71;38;1
186470;28307;4936;17278;7449;6458;4388;2652;47;45;-1;0
79495;26706;3706;4776;8417;11375;3922;4233;80;59;15;0
41984;17800;6118;9221;2942;3634;1165;518;57;85;9;0
19048;8748;4023;5647;3693;5902;2116;1580;94;73;-1;0
504573;127887;23491;27324;18795;7240;4974;3224;35;60;11;1
78838;10202;9060;5759;4767;3977;2501;1653;60;92;-1;1
120296;34756;8463;8667;10281;5349;3290;2554;66;40;-1;1
431890;50757;8926;16925;8816;4853;2319;889;23;43;11;0
35702;31368;15791;6822;7589;5397;2654;1904;57;49;8;1
422494;72640;13696;18807;11352;16180;9443;5217;72;73;12;1
42906;15845;8852;5385;8359;5007;7853;5040;46;78;-1;0
228019;79301;13586;9453;5794;5842;3661;830;31;36;-1;0
162032;27739;11046;11927;9261;6562;3382;1757;67;48;15;1
553498;100061;33407;55682;20515;11873;7329;2236;38;59;15;1
188751;28065;13245;10497;6360;4784;2341;2330;39;65;-1;0
401019;72709;11911;5311;11729;5044;7238;1706;52;61;13;1
700637;132047;21365;19988;24365;20655;11952;13249;41;52;-1;1
47625;60192;13912;8366;14337;7287;6066;3392;67;68;14;0
232617;21706;9696;13409;5350;2558;2137;978;23;64;6;0
463569;103417;9842;13979;16169;6812;9034;4573;38;50;49;1
392054;54476;16154;10112;6398;4716;7669;2396;38;54;7;1
335695;43807;10246;8491;8618;7456;5592;2697;74;62;25;0
322321;49723;21363;11226;8420;9108;8613;3904;35;41;-1;0
32192;12845;6237;8320;3482;1759;884;625;41;72;-1;0
148326;102914;21931;8199;10244;8803;1758;1514;8;9;48;0
629907;117752;15584;27932;19265;11545;8507;4763;31;62;6;1
22234;30937;6094;9266;4081;5140;5141;1503;51;66;-1;1
1089565;77639;12916;15001;9496;8436;2958;1266;33;53;22;1
105948;46571;5200;6950;6050;5145;9352;3891;55;51;22;1
97034;40275;15805;11875;7899;8711;6978;3527;48;60;-1;1
46059;11269;6009;6788;5811;5468;1415;1174;63;59;-1;1
26290;14549;4311;4314;3518;5988;3985;1520;55;64;10;1
947668;209170;41270;32489;28972;14818;9633;5452;22;70;57;1
124930;35404;7968;7716;5820;5357;6066;1406;34;67;-1;1
156923;35688;15376;16285;6710;8183;3639;1464;63;89;6;1
1204782;265365;71037;58122;35070;27025;19770;8482;43;60;20;1
62950;40840;7529;8800;8005;4901;2172;1104;58;45;31;1
49943;27261;3103;4236;2623;1843;1091;548;37;53;-1;0
274738;41773;12972;24857;10128;6599;7152;3753;43;64;-1;0
133364;14722;9624;4337;3967;2280;1249;871;34;89;13;0
182989;32511;4137;7061;7585;4761;2794;1922;67;63;-1;0
92813;26688;15813;6336;3074;2613;1720;1724;40;60;6;0
78729;34868;9371;8085;10389;7229;3058;1850;43;67;10;0
44968;24378;15830;24107;11710;8046;3298;904;58;80;-1;1
58895;20857;3474;2339;2955;3125;2275;1169;60;56;32;0
62516;13362;5149;2011;2825;2030;595;385;66;48;18;1
169479;41400;9417;8766;9448;5781;11347;3526;47;62;-1;0
34278;23317;8278;5888;4532;3407;4580;1651;48;71;-1;1
103068;14949;11174;9400;10941;10785;21174;5473;82;72;-1;0
37156;13654;5969;5876;3150;2216;846;375;50;58;-1;0
63724;39766;6093;7459;2503;3436;1300;756;38;38;31;1
188897;21273;7512;10411;9048;5317;3306;2769;60;90;-1;1
100815;38347;6987;6092;6157;8168;7536;3757;47;60;-1;0
32825;15963;4110;7298;4433;3791;3709;1809;73;77;7;1
580832;254495;22952;57122;40391;20802;28228;15602;24;57;-1;1
349638;46711;5543;8679;7865;6590;4320;2549;43;72;13;1
24025;27268;14690;7146;5809;3378;2112;720;57;43;13;1
404561;49361;10785;11725;11680;8010;6812;2134;82;62;-1;0
586992;153863;23322;43779;25997;15052;13610;8470;38;56;15;1
236007;63196;24824;12196;8257;5912;5682;3541;54;76;-1;1
479830;146268;15808;8448;10775;8725;4159;1530;59;31;17;1
357458;47594;7247;13694;4959;4133;2628;1660;47;53;8;1
839068;143585;46707;28354;19939;20507;20562;11759;41;62;57;1
661768;100219;32560;60451;15998;11699;5511;2966;35;50;-1;1
40743;20815;3552;3438;3297;4173;3980;1667;45;57;-1;1
307092;105203;12708;8430;3714;4309;3815;784;51;64;14;1
290250;18155;2102;2385;2828;2333;2117;803;56;45;-1;0
239735;38240;13719;13540;8759;6497;5658;2733;32;63;11;1
333029;31709;13370;12000;8809;7504;3706;2023;56;79;7;1
52535;24649;4595;7397;7304;2649;1824;910;27;13;-1;0
58110;28898;18460;13871;10481;8686;5116;3006;50;85;10;1
272762;86007;10993;9323;13943;22915;23063;7684;62;54;-1;0
147773;28335;5203;4258;2779;2419;1440;642;35;43;-1;0
297383;28443;8178;15189;8337;8081;5375;1193;55;79;-1;1
46977;28730;7618;6073;6051;3425;2876;1794;47;60;11;1
85640;24202;4356;2116;4803;4496;2966;1086;64;45;-1;1
133657;32011;11592;14906;11164;5297;3999;1529;43;81;16;1
40311;7356;2992;4355;3995;3605;2252;1808;83;65;9;0
878063;163491;103547;100527;63739;29232;30156;9898;84;77;55;1
1354465;105031;39454;25009;20137;19661;9608;3488;53;62;78;1
54024;12080;4578;5373;3305;3692;1334;993;64;56;6;1
20973;9977;2938;4824;3436;1781;1402;624;39;64;-1;0
52148;17953;4970;10733;4897;5267;2090;1546;73;64;-1;1
119892;44056;4417;9348;7679;5087;1087;1176;59;46;12;1
111829;29639;3275;24280;5290;3934;2659;1111;58;84;-1;0
1232235;244868;67152;38591;21612;19545;23289;8001;25;59;54;1
41678;16155;7960;7658;3440;4932;1345;596;57;73;-1;0
145642;33686;4785;6509;4941;5185;1504;1045;61;49;15;1
452234;44889;99430;11225;15405;9859;6916;5624;44;63;24;1
41396;12645;2792;5960;4855;3881;3382;1466;78;45;-1;1
788114;106430;22593;20394;17956;13091;10627;3336;30;54;8;1
260823;48998;9112;9237;7340;5437;7111;1861;62;38;9;1
68882;31338;12204;9044;5377;6627;9113;2675;53;48;15;0
422108;116033;17722;13860;7459;5772;6067;3726;8;44;10;0
172565;27737;14967;4356;7348;6865;4644;3961;81;59;16;0
807458;103551;36430;30475;20994;9107;4065;2708;14;55;7;1
245498;87827;24408;22313;17293;10086;6657;1981;44;48;6;0
820251;122721;44336;15704;29299;12249;6979;9093;44;66;-1;1
1219160;160432;38476;11512;27592;26836;11138;5194;54;49;21;1
356680;38288;6814;4546;4939;3692;1366;1149;46;44;36;0
136652;50722;5150;4548;8966;4087;1726;1904;26;34;8;1
272956;32617;5683;2848;7905;8572;6588;3106;64;43;-1;0
170021;40613;4331;14006;8054;8124;5867;3092;71;52;-1;0
313871;151718;31440;32550;8479;21198;15412;7158;61;65;23;1
224840;63542;13046;15284;11398;15565;6211;4132;59;58;22;1
116259;11355;3327;7027;9836;3817;3416;908;65;69;17;1
53282;58579;11337;7210;8906;5044;2781;1890;58;60;-1;0
112672;23922;10952;3618;3025;2436;1331;348;35;64;8;0
580498;147786;27932;18397;20618;15082;9647;3036;72;71;37;1
495498;279004;25405;37235;31731;33082;22387;20387;33;33;9;1
1093230;221081;51636;24640;33856;27255;7965;4406;28;61;-1;1
312319;88332;10459;8315;10719;19414;24053;7094;59;63;-1;0
