Flag;Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength
0;3188153;148773;55225;59818;35445;18654;13560;5108;34;43;-1
0;18369;38652;26844;19073;8696;15529;15228;7959;43;53;-1
0;878549;19597;2915;4998;7283;15703;19123;9678;66;56;-1
0;5380;8920;6226;5528;3047;18108;7792;1962;93;63;-1
0;212322;118555;6359;1194;6513;11680;9598;4219;96;38;-1
0;13136;5600;3852;2448;3045;13118;8171;3780;100;27;-1
0;264929;49151;13495;14214;3995;11028;2152;4129;93;37;-1
0;25513;37034;3800;15608;7854;25399;8356;13583;84;34;-1
0;33973;23626;9576;11582;9985;8758;12943;4167;91;56;-1
0;26807;15984;3464;5464;6356;6957;15201;9044;78;56;87
0;96714;54761;2744;2399;1572;1739;666;1142;64;40;94
0;78760;4877;2276;1833;1609;668;586;531;48;50;-1
0;58819;71946;35717;15940;36321;13114;12234;6792;41;48;-1
0;666171;98431;22731;7444;12862;17300;17824;11704;35;44;-1
0;12868;21515;4637;5109;8008;18790;7964;8347;63;53;52
0;174530;43661;4649;1773;3601;1511;598;242;54;38;-1
0;720112;60071;17241;18976;10415;8345;26926;3838;54;38;-1
0;87971;75511;668;1865;3400;2363;3072;1231;41;20;-1
0;31636;8152;4701;4505;1800;4647;3441;1198;35;30;-1
0;676461;18627;6110;8584;6398;14486;10674;7118;57;43;-1
0;16101;16500;15981;9798;5274;8509;8358;7732;64;50;-1
0;90704;45692;5387;14439;9778;21504;18422;9092;84;69;-1
0;67221;21453;28170;13723;8849;17182;13615;3101;84;75;-1
0;110228;27701;2095;2861;4767;2739;2367;1533;70;64;-1
0;200268;78963;20324;9500;41749;12138;11835;4944;64;51;-1
0;1236487;128648;98825;21221;14277;22258;16496;14438;53;61;72
0;128039;14941;2517;1359;770;1434;1332;318;41;48;-1
0;41475;8006;2601;2843;777;10406;4606;1919;61;54;-1
0;334855;14406;4340;8543;7875;7274;15097;4463;69;61;-1
0;289247;85906;12691;24279;23731;11458;5692;3426;70;53;-1
0;185122;12439;3680;7105;2677;2667;2220;2407;75;63;-1
0;27046;15972;7629;10042;3549;2562;2021;1736;53;74;-1
0;12178;7903;6103;279;1505;2860;4038;1413;51;77;87
0;815147;56940;16211;11962;6115;4215;1982;886;47;78;49
0;1036616;25942;21909;6192;4984;4460;8717;2113;43;80;-1
0;142981;15164;2146;1176;2090;3999;4384;2312;51;63;-1
0;8667;5102;10479;4286;10183;12276;6014;3218;61;63;40
0;55269;24083;2392;1109;1287;1486;565;274;61;53;-1
0;1574;4752;1619;189;703;1805;2510;780;74;41;-1
0;7385;13606;1644;7565;983;15653;8281;12541;84;48;-1
0;101538;50632;25131;12608;22268;25564;30405;10019;78;44;-1
0;43966;66243;6225;13899;7764;11450;10090;11015;87;51;67
0;926627;142579;19556;10773;4209;5912;6869;3638;66;48;-1
0;43069;47856;21454;9321;13227;13446;8407;5920;54;51;-1
0;368183;48111;10418;4333;15452;9271;18388;4640;48;47;-1
0;36660;14333;12977;5623;8286;20595;7235;8868;61;53;-1
0;627723;24200;700;7191;6017;10339;3210;3470;81;53;-1
0;56187;62372;5857;4576;4177;3207;2545;1164;69;43;-1
0;1674242;103755;27108;15825;9160;16865;6384;6351;67;48;-1
0;8088;7478;2146;2219;4540;2972;3167;464;60;43;-1
0;293688;14543;3523;812;2490;2954;2935;1721;53;44;-1
0;1014701;38926;2170;6464;4283;3091;1243;406;56;47;-1
0;15270;1478;944;1218;670;1773;861;461;67;53;-1
0;119506;28350;1730;1213;2160;879;2382;964;48;41;-1
0;124168;28983;4204;788;2990;3746;675;1104;44;37;76
0;251246;25923;3094;4449;13649;7293;1738;852;54;35;45
0;84967;38468;5054;4247;8192;6184;2857;2379;44;24;-1
0;29511;42790;16474;15214;8046;11060;14775;4503;60;41;-1
0;8335;25333;2035;2240;1529;3007;4466;853;57;43;-1
0;72994;25650;32269;18225;5682;9298;19098;5233;53;63;-1
0;148606;24453;5189;5298;3437;3588;4373;408;51;69;79
0;25713;16781;4876;1180;2225;2047;1724;1784;48;63;-1
0;528450;280694;18105;52451;15530;20238;7146;2387;43;67;79
0;17724;10597;1786;3259;1576;2155;3724;1105;44;54;-1
0;21526;30146;5197;13844;12930;7162;10860;8986;47;56;-1
0;654154;52902;19003;19960;9678;12298;8630;4462;50;61;-1
0;31891;31037;3566;5448;1927;9036;7646;4106;61;61;-1
0;47966;19656;4325;842;2439;972;2128;201;51;56;87
0;1137618;83306;14794;1478;4295;13792;15267;4146;51;48;-1
0;10633;13909;10408;15540;7884;11423;10944;2287;57;51;-1
0;23408;22580;27107;5869;10869;8929;6063;3965;54;66;-1
0;431004;25526;6331;4173;13094;5454;8229;6453;66;66;-1
0;105904;14037;2324;2645;834;1150;634;289;60;74;78
0;1663100;54946;28382;25441;11851;13708;16861;9989;51;74;-1
0;30301;32038;12306;17156;12896;14010;8514;4050;53;67;-1
0;77003;54765;16233;7846;11810;17652;11885;3421;57;67;-1
0;659533;41613;35942;11468;5506;8818;18337;7126;63;80;-1
0;43886;45505;2158;3541;2972;3818;1862;1900;57;61;-1
0;61783;45186;38524;19468;11654;15185;13008;6911;54;66;-1
0;496937;202714;49011;42232;13334;9725;12179;4669;38;69;80
0;128675;6635;632;3094;1645;2952;1742;1476;47;61;36
0;25013;7281;6659;1727;4965;3761;2340;2004;56;77;-1
0;9019;14269;11474;13239;10124;15433;9303;4006;66;75;-1
0;552270;175047;16397;16922;15734;14972;24062;6534;74;64;-1
0;3559;17434;4125;2057;7913;22427;7546;3882;83;56;-1
0;69367;58559;50030;10630;5118;6776;13495;6257;70;60;-1
0;21569;17017;13786;11278;13781;12979;31895;7094;67;60;-1
0;844618;234004;32713;25156;31324;10933;9916;6901;63;61;-1
0;51246;39069;651;7187;4693;9154;23747;1413;48;63;-1
0;672067;43613;6983;6866;10750;9235;8263;4178;57;48;-1
0;654414;36663;8238;12566;8930;17733;16280;3591;57;43;45
0;729938;91261;41406;65627;15865;28834;16053;4324;69;56;112
0;299777;96403;22439;14173;9257;9213;5428;1537;60;63;44
0;338699;165200;8368;17440;9316;11761;19122;3500;51;57;-1
0;120528;14155;3111;1236;3577;1272;1938;1461;37;54;-1
0;1182905;97427;8841;19765;11274;12199;16121;9343;34;41;-1
0;18122;17537;10115;3047;2996;8585;7418;11256;47;44;-1
0;681358;30550;4430;7569;5987;16730;17477;6344;63;50;-1
0;12778;5569;5806;4039;5084;5350;4947;4411;78;60;-1
0;30662;49012;10676;13464;16959;14580;24297;7112;87;61;-1
0;167851;42282;4465;4411;6508;6809;3538;1177;80;53;79
0;127228;6580;5386;3822;865;4016;1341;2433;75;66;-1
0;14109;5480;2753;5109;2651;3654;2076;1461;74;67;-1
0;78466;74682;4434;8008;26006;30748;7875;9895;78;56;-1
0;9823;4508;1492;2530;6059;11649;4784;6199;96;57;-1
0;70410;44832;14638;7912;4950;10197;9935;5431;91;50;-1
0;88671;24112;3879;4873;1122;3157;1649;1161;80;43;-1
0;347601;9245;10540;3494;2502;11609;5629;3159;81;61;-1
0;26166;12586;2304;8424;4140;4501;3053;7232;64;70;-1
0;19760;10750;10008;3854;944;17918;3036;2726;78;74;-1
0;17582;11737;6869;5523;5585;14998;12741;3937;96;75;-1
0;29791;38611;16888;19448;15821;14833;9186;2846;88;74;-1
0;10080;6229;1385;1043;1794;4260;4316;707;96;63;74
0;471428;73685;43314;6911;12139;9432;7990;4271;77;64;96
0;594677;8500;3256;311;961;1914;3156;772;64;63;-1
0;700694;205376;5899;2982;10231;4077;2980;1769;44;38;79
0;923498;84732;13635;4276;2886;2632;3400;1821;20;37;-1
0;452041;138368;32952;22059;18873;39609;12161;8571;27;29;-1
0;199655;111802;5950;15627;14458;9195;15196;3099;20;23;-1
0;117389;41307;11421;8917;11884;15756;28113;2967;43;43;-1
0;200187;267788;10906;10584;12935;14513;13443;5014;48;30;-1
0;1625561;122684;93259;21184;34519;16288;27447;8782;38;40;-1
0;1137271;104161;14679;59938;86575;28573;13633;22828;38;40;-1
0;502000;87549;21558;13025;15888;14043;12631;18986;38;40;-1
0;723690;174322;66827;28810;60680;24082;16350;3983;41;50;-1
0;711205;33757;6231;8280;4436;3361;8602;1318;29;51;-1
0;914964;107482;35433;6187;10461;12596;13170;3194;0;0;-1
0;69027;72085;12650;4955;5133;5202;5045;3486;0;0;-1
0;266155;356674;29959;9885;10106;4926;4096;2391;30;30;-1
0;681044;73439;12174;4914;4198;2418;2243;406;30;38;-1
0;832673;50096;7192;5285;1328;1954;485;275;35;47;-1
0;30544;35082;7196;2091;2922;1812;448;265;40;54;-1
0;2764520;323265;174637;19199;42091;20400;14017;5991;53;87;-1
0;548937;69129;45056;8376;11762;6463;2484;1121;60;100;97
0;60152;55992;10828;5481;2946;10084;2728;1953;77;100;-1
0;3977;7087;1336;1318;1357;1908;1138;1814;91;97;-1
0;22451;4078;4098;1062;2866;2457;1875;1722;100;96;-1
0;44960;43834;30595;7215;21770;25723;11378;3164;100;90;-1
0;6024;8031;6537;3716;6883;10641;6127;5328;100;100;-1
0;723492;53276;10330;7590;4756;10623;7505;2402;100;100;-1
0;220164;77026;7856;2642;3323;4753;720;958;100;74;68
0;207581;19199;3660;1671;1388;2016;895;607;56;61;40
0;12868;1513;3062;1396;544;1614;602;576;61;77;-1
0;62195;35982;29606;12309;3823;4616;2697;3099;61;100;-1
0;15207;5143;8379;1737;1742;1205;653;532;70;100;38
0;4779;14453;9918;8377;7646;4934;3259;875;77;100;-1
0;410859;79104;34470;9772;17182;18053;4485;2376;69;100;-1
0;1546724;16071;14158;5522;10573;6050;14277;4361;78;97;-1
0;225556;84181;33789;11856;8888;9962;8674;2091;78;83;-1
0;114185;38766;3705;10982;1737;1914;1115;668;66;75;83
0;167272;10349;2006;498;408;238;136;78;48;67;-1
0;8259;3316;2229;942;1876;2098;1506;602;54;63;-1
0;5631;3972;3008;490;2353;2331;1038;464;67;60;-1
0;4456;4107;4108;3761;2400;1295;939;962;78;75;-1
0;15884;18470;10763;2491;5484;5753;7456;6630;97;83;-1
0;465809;37948;14422;8097;4464;2995;2559;1522;81;84;-1
0;8419;24029;4770;9095;7697;7154;10156;4647;77;83;-1
0;12664;25917;6900;7576;10819;14582;7197;5297;87;66;-1
0;134831;55524;10972;7536;4431;10533;2487;5105;83;60;-1
0;25501;31474;9614;6706;7597;7510;5759;4357;94;56;-1
0;8656;28352;33036;11853;5100;7058;6437;4053;88;74;-1
0;32004;31861;3268;2002;1858;1216;665;443;66;63;-1
0;18192;20601;6986;7975;21134;4788;5543;3641;66;64;-1
0;271537;27053;44058;14990;9454;17008;8699;4783;69;81;-1
0;13893;29822;1173;7754;25142;7755;6335;2921;77;51;-1
0;8960;4753;4618;1160;8410;6441;3806;5927;100;61;-1
0;112156;12337;4558;1919;1140;1980;1292;746;100;64;-1
0;32423;27395;12440;5259;4570;15681;6324;7450;100;50;-1
0;1843612;435041;50222;6496;16426;12902;3035;5370;84;47;98
0;483553;27501;5734;6337;6435;2372;1175;332;64;48;-1
0;7087;4173;950;2891;2005;3407;593;407;77;50;-1
0;3091;2623;782;405;4526;1199;1284;585;77;35;-1
0;281532;12773;3846;2455;1233;2380;1327;775;90;50;-1
0;1094;5075;1631;835;3168;1989;1419;484;100;47;-1
0;17786;6297;8232;608;5779;10399;4840;1459;100;47;-1
0;11850;12992;6010;6228;14060;11068;11336;3699;100;57;-1
0;48265;30233;12569;26777;8741;6501;7303;1474;100;69;-1
0;28523;14384;2253;4329;2152;3489;1630;911;97;74;-1
0;537157;66876;12076;6854;13147;4718;6199;1125;77;64;-1
0;1246356;71154;21691;15605;30414;20198;9819;3543;69;66;-1
0;162506;64161;5338;5063;3950;5144;9111;3620;67;41;-1
0;8075;53032;9935;13717;16167;8125;2977;1687;64;41;-1
0;21447;42494;4895;13104;3910;4704;2393;5519;66;47;-1
0;24453;42090;6434;8992;9333;8582;2651;3303;64;44;-1
0;49840;37249;8425;17473;4485;3012;5460;4370;61;64;-1
0;39661;29044;1129;9866;6617;11089;3433;3364;69;61;-1
0;55570;84811;7679;4249;5955;7833;10408;4658;69;44;-1
0;629452;18716;2800;36239;17866;11839;6774;1633;74;61;-1
0;75586;33248;1626;2204;5347;6848;3262;1437;84;34;-1
0;29057;15134;4986;12345;2840;13062;4356;1209;87;44;-1
0;13240;5446;5683;5846;11109;11368;2698;3921;100;63;-1
0;23544;33932;8106;7487;4527;9288;3225;1954;100;50;-1
0;37340;25738;2809;7681;8043;7898;4393;1649;100;66;-1
0;42589;13874;8216;6457;4593;8644;9374;3122;100;66;-1
0;30729;36094;5370;8379;4318;11325;2539;1516;96;61;-1
0;11485;6938;11436;2388;1892;5514;3246;1195;97;75;-1
0;12493;16503;4273;5148;11359;2182;4204;2326;90;78;-1
0;7142;4538;2712;11318;5487;5659;3973;1922;90;84;-1
0;9954;24667;16591;14635;9844;7666;5031;1392;84;97;-1
0;1527040;160109;18816;3578;8166;4301;13890;2346;64;69;72
0;123517;32197;3796;3164;5180;2438;1718;415;63;61;-1
0;30810;11222;7695;6673;2495;4769;1997;1697;60;61;-1
0;32190;14989;3962;9809;6268;6215;2187;1296;63;54;-1
0;1598;10597;4063;2908;2470;1341;988;525;70;74;-1
0;108869;19200;5406;831;2014;1143;727;1190;69;80;-1
0;31400;4774;692;1759;1441;2007;2400;978;70;64;-1
0;1896777;370104;87590;33150;8791;4517;7933;2656;47;60;-1
0;9319;2735;170;2249;1158;1642;934;382;57;60;-1
0;11788;26185;2269;2538;11011;6741;2862;2471;69;47;-1
0;13913;14570;20295;11474;21945;9588;6509;5785;67;60;-1
0;28947;36818;10748;12669;8231;22785;11422;3160;97;60;-1
0;4555;13602;1546;8847;8671;9117;5685;2230;100;54;-1
0;4220;77757;1402;26542;5108;5717;7075;3197;90;67;-1
0;17876;17251;3847;35641;8173;7520;6980;3516;87;75;-1
0;9434;30303;8247;2373;2253;3152;3747;1373;75;74;-1
0;15951;4746;1542;1310;1472;1341;725;416;67;77;-1
0;98915;19591;11813;8423;9850;5743;1460;2065;75;83;-1
0;524292;86965;8235;5564;8481;1342;1458;679;56;54;-1
0;58693;14090;1502;1259;247;437;187;181;47;48;42
0;9868;6288;4152;4392;7375;9283;2977;973;56;48;-1
0;13082;20488;9812;24369;10911;9035;5791;6959;57;56;-1
0;1316;2929;807;2133;1079;865;315;262;78;75;-1
0;11883;33252;29270;9658;12321;6737;4139;1032;90;96;-1
0;6866;16405;6006;3791;8470;5471;2943;1870;80;93;-1
0;65096;157164;20258;16069;4754;5592;3683;1766;64;74;-1
0;4770;7995;4650;3276;8124;13306;2383;3446;78;61;-1
0;4555;5531;1795;1068;2012;1614;683;699;83;50;-1
0;30943;17352;4440;3999;14456;6035;9022;3423;84;44;-1
0;10623;2797;5226;9510;7604;4633;2281;1697;100;66;-1
0;538360;83060;12113;5551;10022;6428;6694;1839;83;61;-1
0;6469;25656;6941;8828;9484;5204;3663;2413;80;64;-1
0;80716;52728;7897;5683;16934;6386;2299;821;70;61;-1
0;13674;26285;8152;4448;4164;8910;5419;2120;69;44;-1
0;1977;1539;3885;2204;3991;2928;1918;1256;84;63;-1
0;192821;67680;1098;2930;4860;6174;11018;6398;83;37;-1
0;11970;14897;8906;4976;6780;7669;5386;2698;91;50;-1
0;5916;26231;4918;4509;3254;6498;4203;1880;90;50;-1
0;16868;22029;15658;12763;9832;7947;8879;2253;81;51;-1
0;3921;16751;5794;11791;16236;8648;16608;5174;91;78;-1
0;401324;40931;2929;7549;2489;6787;5504;1060;87;67;-1
0;76955;47321;13458;17040;7357;14142;3960;3045;87;74;-1
0;24661;9008;8004;4760;2594;6930;1562;3010;91;74;-1
0;15840;37137;2449;13822;10513;8085;8363;2444;87;67;-1
0;44000;38301;5283;50674;7110;5776;4914;1923;80;90;-1
0;26145;17575;5808;3173;2845;5030;3868;2030;81;88;-1
0;4581;10433;4411;2281;10354;4290;1060;2931;80;77;-1
0;639618;49785;9722;3568;3826;3150;2464;1386;69;74;-1
0;10524;25667;3622;9696;8190;4924;1184;1064;77;57;-1
0;54285;44295;1514;8977;8805;2622;2243;1871;63;50;-1
0;6792;17291;686;3000;3470;5035;5381;1953;61;41;-1
0;7452;14268;8483;10768;3159;4932;4374;720;69;60;-1
0;97426;29218;8818;20934;11542;7916;2995;915;69;67;-1
0;965605;145961;26148;7634;2805;7367;756;1401;69;69;58
0;6515;2532;934;588;4483;893;1088;294;67;74;-1
0;23352;19693;18393;3991;2390;5892;3690;1226;67;69;-1
0;18974;7186;2763;3635;5545;8396;3035;1366;81;60;-1
0;17806;14905;993;4797;7977;2668;4970;1675;90;60;-1
0;47222;25437;9424;7667;15391;6679;6097;4160;88;69;-1
0;4791;4072;1287;803;942;1754;1388;910;93;57;-1
0;8141;14302;8068;2362;3620;4243;3748;1749;83;66;-1
0;12297;9057;3050;2128;2592;3518;4131;1794;88;70;-1
0;31023;20269;1662;15879;2296;7275;3577;909;90;78;-1
0;194502;8471;5562;4754;11790;6615;2354;3238;91;80;-1
0;1932;2635;3052;1050;2963;1281;1158;467;91;83;-1
0;5114;18183;4346;3871;9515;7789;3572;1508;94;78;-1
0;25309;40503;17683;3500;4771;5015;6196;1673;87;74;-1
0;7373;12411;8881;2633;3724;7384;7818;2012;87;78;-1
0;69611;17811;8306;4331;1291;9865;2051;1038;90;70;-1
0;9246;7326;7538;4882;3161;3329;1863;2020;84;88;-1
0;3586;10800;4726;8077;21671;3216;3508;5834;90;87;-1
0;8457;40515;7289;4666;8313;6275;4352;1848;83;75;-1
0;151234;8195;1303;1423;468;431;336;251;64;69;48
0;52536;20599;10651;2346;2191;1461;2102;408;53;63;-1
0;4538;13580;4160;5999;7188;4628;949;1091;56;64;-1
0;17725;35958;13022;1172;19008;4204;3154;1285;54;66;-1
0;16945;37724;10910;9136;19279;5106;4256;2186;60;66;-1
0;302386;46017;7613;7301;6781;4446;1921;826;64;56;-1
0;10369;19709;3518;3362;4142;10627;2048;1995;69;47;-1
0;75044;12503;5847;2573;5024;8673;7163;2711;83;53;-1
0;13542;24990;13960;3801;8128;11982;5232;4951;93;56;-1
0;1791;5725;182;425;1552;869;1872;339;97;40;-1
0;32903;13441;2781;8426;5588;6402;3515;669;94;50;-1
0;482123;38271;8689;7126;2443;8555;10169;3147;87;48;-1
0;7159;5528;3152;6246;1559;5689;4192;2160;90;57;-1
0;7745;5518;10405;3400;5961;4300;5159;927;93;90;-1
0;55572;27450;4137;3701;3248;3038;1481;944;84;81;-1
0;62274;8144;2103;2565;2725;9292;5492;9325;97;78;-1
0;7348;14865;1834;3645;6053;3458;1585;1100;91;63;-1
0;4949;4135;3058;1070;4879;3321;3442;1657;94;51;-1
0;6131;10602;13874;10083;9271;3907;3500;1369;97;70;-1
0;8851;11288;1124;1190;8314;4654;2269;3361;91;60;-1
0;15253;29543;4161;3651;3260;4106;3666;1135;88;57;-1
0;12993;3349;3133;7095;4362;7400;857;1743;91;66;-1
0;6393;9736;3145;8564;4943;10233;4267;1360;100;54;-1
0;65114;22481;8084;3700;4666;3378;1981;1342;91;74;-1
0;4183;2909;1774;1279;1117;1212;457;538;96;84;-1
0;6560;5267;3979;7600;3379;7290;3019;2918;94;87;-1
0;38568;8418;3006;6787;1381;3601;2762;2319;88;93;-1
0;32959;13930;15254;10273;1753;5518;6214;2415;91;100;-1
0;583493;114683;12109;4755;4730;2474;961;1645;69;90;77
0;204663;11436;557;849;1085;611;696;131;51;64;35
0;4432;8098;5133;2463;4160;5140;1648;1341;54;57;-1
0;9560;25641;13435;13263;4892;6564;6374;2112;54;51;-1
0;13464;18487;21308;8704;5691;8416;3589;2249;75;75;-1
0;8394;11309;7402;3459;2074;7870;1826;829;91;96;-1
0;103812;10065;1091;1345;1569;1395;1037;402;83;84;-1
0;10578;31233;10913;4423;5109;10183;2207;2453;88;75;-1
0;16490;17902;2238;6855;6038;5254;2878;2042;88;60;-1
0;19574;24507;4597;2229;2283;6049;2474;1810;81;47;-1
0;21515;12412;4345;2255;1290;1281;1166;623;77;57;-1
0;3950;5978;4599;7132;6210;12542;3604;1942;87;61;-1
0;11130;6634;2855;15433;5696;6515;2157;1254;90;77;-1
0;14659;8652;3508;4184;3179;12108;1937;709;100;84;-1
0;35409;36326;1891;1560;1501;1893;363;1220;97;64;-1
0;7302;11124;4364;4844;4398;11144;3295;4076;96;60;-1
0;19671;44831;11351;13051;4427;10522;3076;3626;91;48;-1
0;50961;7113;6163;4345;1478;2675;1016;507;78;61;-1
0;671849;101259;3589;7882;2228;2295;2292;521;70;64;49
0;32304;8638;1287;1384;939;948;406;89;56;61;80
0;15051;9667;599;2976;3460;1808;1077;1288;56;54;-1
0;17373;15251;4110;894;3154;1337;368;447;50;38;-1
0;3973;2375;399;1201;1285;1719;698;438;75;50;-1
0;6891;9343;690;14333;5946;8927;2780;1652;87;63;-1
0;11520;37316;7535;6102;10214;6700;2224;988;87;63;-1
0;58209;30056;11022;12915;8627;5445;5716;1944;90;75;-1
0;24228;9481;3646;6192;12589;6809;3925;2621;88;75;-1
0;572976;91563;3690;9393;6882;12883;5960;2422;78;53;-1
0;13688;10703;10426;4107;4083;4787;11227;1873;81;67;-1
0;6953;19868;2799;2052;6852;8130;7127;1440;91;48;-1
0;128157;50859;11439;12545;5588;11675;9645;4680;84;48;-1
0;16698;30300;6114;12225;9056;6346;4747;2006;84;64;-1
0;4508;2135;3233;1476;1174;1239;592;546;84;69;-1
0;122931;12306;18486;12389;9109;2436;2191;720;69;97;-1
0;13819;30427;7222;679;8860;5395;1773;3090;69;90;-1
0;418740;25245;8116;16420;3727;7838;4069;5847;69;96;-1
0;15549;8089;15742;12917;10986;9117;12567;4706;74;93;-1
0;49446;85630;8295;10297;17133;6811;5983;1890;75;66;-1
0;13582;25041;729;10724;15771;7810;4457;1759;78;69;-1
0;582408;159227;10571;6923;3379;6344;7737;3923;66;47;-1
0;43191;61354;5550;7841;5416;4562;12082;3290;54;24;-1
0;88190;48475;14781;3785;10626;4218;6699;3189;54;30;-1
0;30367;34970;7726;14726;15550;5207;2720;2124;47;38;-1
0;11441;67746;4022;8884;9357;9512;7928;1942;56;41;-1
0;9730;6181;1049;491;1505;2123;1223;745;69;40;-1
0;86032;79923;44698;20163;10695;12045;11008;3757;70;50;-1
0;62239;67321;12714;6199;8661;18597;5039;1340;80;41;-1
0;22269;4055;199;1206;539;983;776;444;83;48;-1
0;3218;29767;12858;7507;13553;8483;7455;3417;80;60;-1
0;44442;13497;4235;1119;3820;10045;7065;3634;96;44;-1
0;16770;6384;2453;3346;498;1402;1991;568;90;57;-1
0;113594;20527;8387;10365;5921;3321;5104;1657;83;69;-1
0;184526;42326;5723;20043;8831;7239;5928;3780;78;70;-1
0;126024;179807;21395;10096;14312;8013;7104;2099;56;69;72
0;2024136;166829;12222;8913;9810;8783;2403;917;50;48;73
0;44126;14799;4910;2514;922;1535;1224;561;48;41;40
0;20945;28218;3989;6936;5130;4746;3441;2284;50;37;-1
0;5193;24198;12017;6540;2607;3276;973;840;54;54;-1
0;41026;17874;7613;3058;3482;4320;7795;2620;64;70;-1
0;105290;89965;16998;449;5964;7921;4287;2970;64;60;-1
0;97662;43822;41585;6412;8669;6419;7708;3065;60;74;-1
0;48156;36557;18520;5521;7839;7833;2823;1814;64;67;-1
0;39290;19318;11552;5962;8442;4294;3640;1345;63;70;-1
0;32018;24908;801;10177;5319;14462;3614;1485;78;77;-1
0;58598;40012;26336;10095;4325;6867;6127;2623;81;75;-1
0;16551;18556;9852;3353;2913;2916;2750;719;77;77;-1
0;26429;18396;6959;7111;9709;7275;7498;1559;81;74;-1
0;77083;50228;7740;445;9489;7124;8865;4182;70;63;-1
0;64761;19905;5235;6134;10087;12224;3311;3170;83;51;-1
0;11867;38140;5350;23398;17324;10839;9752;2696;87;48;-1
0;14084;35540;5488;8764;3415;5056;3000;1770;80;44;-1
1;1348176;354034;38168;134947;46226;50347;8516;11526;0;0;-1
1;380521;347895;60281;49152;44581;16402;6921;3835;0;0;63
1;268874;19180;11038;9456;2779;7995;1749;159;0;0;-1
1;1715194;192675;12383;76248;9146;11972;1580;940;0;0;-1
1;94625;102533;19141;4444;2883;3303;2171;848;30;30;-1
1;31540;22007;13906;5251;3215;4295;5591;1224;38;43;-1
1;417018;125365;118177;25082;33072;44391;49222;23791;48;54;-1
1;1385162;22083;11683;12929;3922;3064;1612;1104;48;54;-1
1;305849;128762;32383;37789;38525;12651;3963;4305;50;60;-1
1;194960;65748;3574;2370;5633;1072;562;647;44;48;-1
1;399314;88262;5831;4546;9494;4887;6404;3893;37;23;72
1;55847;53276;3355;5772;5199;3710;2244;1285;26;1;79
1;54160;39816;6562;3030;3372;2903;907;223;26;1;78
1;3256741;200235;51273;31628;61828;23153;5095;5596;43;10;-1
1;138398;8422;4866;1225;1696;967;194;190;47;35;84
1;459804;104607;1746;8509;10730;5452;3603;1346;44;27;68
1;13835;30797;597;884;826;690;195;451;34;14;-1
1;7428;2831;1524;1894;1421;1594;782;507;44;27;-1
1;377622;39672;3990;2089;6380;6601;9141;2176;51;11;54
1;109870;8754;14506;6154;4542;2219;600;808;56;51;-1
1;267533;45372;13942;9493;2660;1650;1144;441;57;81;76
1;576449;38959;10821;2866;3043;1550;1016;537;37;74;53
1;132646;16848;6359;5314;3763;2113;1301;690;30;93;74
1;37280;33502;1704;1474;708;1268;366;276;24;60;78
1;62184;4212;2880;1338;1333;544;383;97;35;66;-1
1;95963;15233;3791;2041;10345;7602;4937;996;57;56;65
1;62682;6244;1407;1439;1322;644;277;119;57;51;-1
1;6526;17797;2512;5531;4946;5275;2244;2180;77;66;-1
1;34240;13961;18868;11456;5982;4760;2828;1552;83;74;72
1;102675;62364;1827;2831;1598;2501;1283;299;60;61;-1
1;7637;4719;259;3578;714;1241;1266;749;64;67;64
1;54068;45033;3413;2663;6611;2119;1883;1055;50;54;-1
1;40801;9522;2215;625;1791;1514;430;466;50;35;-1
1;22802;8738;2043;8736;5983;4124;8035;1741;67;61;-1
1;292125;31709;37530;8353;13640;5319;9720;4506;61;67;-1
1;424459;44829;11458;18293;6458;6454;2200;3335;67;87;-1
1;10383;30765;9337;14438;1596;9930;3151;2147;70;97;-1
1;22160;7901;2996;9462;3614;2041;4018;2456;64;100;-1
1;7478;5460;1489;1494;669;2290;1066;359;77;91;-1
1;8911;14255;2063;9560;2474;9727;4102;3151;93;90;-1
1;3038;10133;996;1976;1218;561;1535;522;78;80;57
1;59300;68016;5656;4885;3783;1902;540;880;64;56;-1
1;12747;4254;998;2377;2371;2036;1630;597;64;60;-1
1;15531;14565;3287;7827;5529;5839;9831;3252;60;57;-1
1;18958;30886;12194;8774;7680;8270;4193;2978;74;66;-1
1;20658;11628;17865;5562;3558;2302;1091;815;83;93;-1
1;300585;70314;8831;13884;3475;12487;5366;3469;77;88;-1
1;8039;5658;2467;4410;1864;3507;6033;7042;78;93;-1
1;111809;70695;89658;30779;13346;5230;3071;2027;60;100;-1
1;635385;126082;9844;15003;5581;6600;2954;2212;54;81;-1
1;8761;11462;1225;6062;2615;2416;1090;544;54;84;-1
1;54969;21951;3566;1754;3260;3218;2214;704;47;67;-1
1;369115;85790;19830;7384;16487;12097;19085;12222;57;48;-1
1;47649;58498;4036;32080;8034;5266;8532;6158;61;60;-1
1;17971;3114;443;6799;3911;6623;6462;1006;77;63;38
1;294312;142511;52796;4122;5704;4265;1051;284;60;70;50
1;158963;35944;3143;5640;1077;536;1918;585;40;69;-1
1;28917;58797;11587;24188;6306;11988;7817;3849;48;67;-1
1;12228;18714;10292;5830;2653;2003;2464;583;24;70;52
1;31340;16058;5866;1163;731;247;247;159;17;74;-1
1;700091;65786;2272;18159;3634;4032;7181;2639;30;75;-1
